StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
STU08271,6.17,0,1,2,42.1,3.2,Yes,Yes,76.7,84,NotPlaced
STU02747,7.72,1,2,1,72,2.8,No,No,81,64.1,NotPlaced
STU08261,7.03,0,2,3,73.3,3.1,No,No,66.9,94.4,NotPlaced
STU05137,7.93,3,1,1,61.2,4.2,Yes,Yes,68.2,86.6,Placed
STU03234,9.22,0,1,1,70.8,4.8,Yes,Yes,73.6,75.2,Placed
STU02909,7.09,1,1,3,66.3,2.4,Yes,No,78,77.7,NotPlaced
STU00201,7.82,1,3,0,63.8,2.1,Yes,Yes,66.9,61.1,Placed
STU09578,8.18,0,2,1,63,3.3,No,Yes,59,66.1,NotPlaced
STU02892,5.58,2,2,2,83.4,4.2,No,No,74.7,90.5,Placed
STU02580,9.08,0,2,2,66.9,3.1,No,No,82.2,62.9,NotPlaced
STU05959,7.1,0,2,1,61.9,4.6,No,Yes,59.3,57.9,NotPlaced
STU05190,9.06,1,2,2,71.2,2.7,Yes,Yes,65.6,74.9,Placed
STU02733,8.01,1,2,0,79.9,1,No,Yes,72.5,56,NotPlaced
STU07329,6.26,0,2,2,88.9,3,Yes,No,66.9,92.8,NotPlaced
STU04588,8.33,2,3,3,76.7,4.8,Yes,No,66.1,61.1,Placed
STU05744,6.18,3,1,0,56.6,4.1,Yes,No,65.6,59.2,NotPlaced
STU07674,7.24,0,3,1,87.2,4.1,Yes,Yes,63.4,55.7,Placed
STU04286,7.68,3,1,0,78.2,2.7,No,Yes,80,52.5,Placed
STU03709,7.88,0,3,1,62.5,2.7,Yes,Yes,77,87.8,Placed
STU02388,6.67,1,0,1,59.7,3.9,Yes,Yes,65.5,57.3,NotPlaced
STU06865,7.49,1,1,3,86.4,2.8,Yes,Yes,62.4,42.8,Placed
STU03897,8.75,2,2,0,73,4,No,Yes,75.6,70.5,Placed
STU06341,6.67,0,1,3,74.5,3.6,Yes,Yes,61.1,69.6,NotPlaced
STU05402,7.14,2,2,2,71.3,4,Yes,Yes,78,76.2,Placed
STU09589,5.65,2,2,2,85.9,4.5,Yes,Yes,76.7,72.3,Placed
STU05842,6.42,1,3,1,78.5,4.1,Yes,No,70.3,58.4,Placed
STU05965,8.73,1,1,1,79.6,4.5,Yes,No,74.1,60.2,Placed
STU07714,7.8,1,1,1,72.3,3.5,No,No,76.4,65.7,Placed
STU01953,6.68,2,0,1,73.6,3.3,No,No,68.9,55.4,NotPlaced
STU02876,6.68,1,2,2,70.7,3.7,Yes,Yes,80.5,52.2,Placed
STU03265,8.1,2,1,2,84.8,3.3,No,No,96.5,61.1,Placed
STU01827,6.52,1,1,3,74,3.2,Yes,Yes,59.6,63.2,Placed
STU09504,6.58,1,1,2,70.3,2.9,No,Yes,84.5,58.2,NotPlaced
STU03397,7.96,0,3,1,79,4.4,Yes,Yes,86,67,Placed
STU05510,7.37,1,1,2,67.4,4.8,No,No,78.5,78.6,NotPlaced
STU06269,8.37,1,2,1,58.4,4.4,Yes,No,96.6,80.1,NotPlaced
STU07088,5.8,1,1,1,78.2,3.6,Yes,No,63,78.7,NotPlaced
STU00063,6.5,0,2,1,51.2,3.1,No,No,80.5,67.9,NotPlaced
STU02449,6.79,1,0,2,84.1,2.6,Yes,No,59.5,78.5,NotPlaced
STU08970,8.84,0,1,2,65.9,3.4,Yes,Yes,75.5,72.9,Placed
STU04272,7.03,1,3,1,95.3,3.3,No,No,62.8,53.9,Placed
STU08403,8.06,0,1,3,74.3,3.2,No,No,69.2,65.6,NotPlaced
STU09047,8.65,2,1,0,56.4,4.6,Yes,Yes,65.5,75.7,Placed
STU01345,8.35,0,0,3,68.3,2.3,Yes,No,84.7,68.2,NotPlaced
STU09119,7.43,1,2,1,67.7,2.9,Yes,Yes,73.9,40.3,Placed
STU01049,8.83,1,3,2,61.2,3.5,Yes,No,50.7,68.9,Placed
STU03153,5,0,1,1,70.6,2.9,Yes,Yes,47.1,72.2,NotPlaced
STU01132,7.88,2,2,1,84.8,3.7,No,No,69.7,76.4,Placed
STU06652,7.19,3,2,1,51.8,3.1,No,No,71.9,84.1,Placed
STU00642,9,1,2,1,75.4,3.9,No,Yes,74.7,56.9,Placed
STU05119,6.08,0,0,1,74.3,2.7,No,Yes,73,68,NotPlaced
STU08906,6.81,0,1,1,78.3,4.1,No,Yes,77.1,57.2,NotPlaced
STU07278,7.44,1,1,1,57.7,4,No,Yes,68.1,55.3,Placed
STU02662,6.69,1,2,2,99.3,5,Yes,Yes,87.8,89.3,Placed
STU05682,7.19,0,1,0,58.4,2.7,Yes,No,69.4,62.2,NotPlaced
STU02272,7.06,2,0,2,78.7,2.3,No,Yes,73.3,62.3,Placed
STU00046,6.85,1,3,1,74.3,3.7,No,No,79.8,68.6,NotPlaced
STU02855,8.6,1,1,2,74.4,2.5,No,Yes,73.8,48.4,Placed
STU02148,6.75,1,3,1,65,4.3,No,Yes,61.6,88.9,Placed
STU08698,6.24,1,4,1,82.1,2.3,Yes,Yes,44.7,76.9,Placed
STU07695,8.06,1,0,1,58.6,2.8,No,Yes,63.4,66.9,Placed
STU00519,7.59,0,3,1,72.2,3,No,Yes,71.9,71.4,Placed
STU00755,6.65,2,2,3,58.4,2.3,Yes,No,84.1,53.4,Placed
STU02240,8.12,1,1,0,86.3,1.6,Yes,No,62.5,86.1,NotPlaced
STU00688,7.16,1,3,2,68.7,2,Yes,No,100,66.7,Placed
STU05612,9.09,1,2,0,69.6,3.1,No,Yes,68.1,62.2,Placed
STU07553,6.13,0,2,0,74.7,4.6,No,No,80.7,55.1,NotPlaced
STU06537,6.64,1,1,1,73.2,2,Yes,Yes,67.7,57.6,Placed
STU06737,8.23,2,2,1,78.1,2.8,Yes,Yes,72.4,64.7,Placed
STU08153,7.05,2,1,0,68.8,3.3,No,Yes,64.5,72.1,Placed
STU00729,7.01,1,2,2,65.7,3.7,No,Yes,76,76.2,NotPlaced
STU08743,7.62,2,3,0,62.1,2,Yes,Yes,72,79,Placed
STU07573,6.92,0,4,1,77.1,3,No,No,68.2,67,NotPlaced
STU07617,7.65,0,3,1,74.7,1.8,Yes,No,58.4,78.9,NotPlaced
STU02017,7.26,2,1,2,76.7,4.9,No,No,95.3,70.7,Placed
STU04805,7.26,1,1,2,65.3,2.6,Yes,Yes,89.8,68.6,Placed
STU05194,6.97,0,3,0,81.7,3.2,Yes,No,75.4,73.2,NotPlaced
STU03788,6.7,3,2,1,84,4.6,Yes,No,54.9,50.2,Placed
STU01806,6.07,2,1,1,67.5,3.8,No,No,73.8,82.4,NotPlaced
STU03012,8.69,1,4,0,69.3,3,No,Yes,71.5,78.2,Placed
STU00102,7.12,1,2,2,79.3,2.7,Yes,Yes,64.5,82.1,Placed
STU04981,6.42,1,2,1,40,4.3,Yes,Yes,43.9,81.9,NotPlaced
STU06139,7.54,3,2,1,78,4.3,Yes,Yes,73.6,79.1,Placed
STU02277,8.11,0,1,2,75.6,4,Yes,Yes,81.4,75,Placed
STU03314,6.59,2,1,1,64.6,2.8,Yes,No,55.4,78.8,NotPlaced
STU05906,7.15,1,2,0,68.6,2.4,Yes,Yes,56.5,64.7,Placed
STU03952,6.75,3,2,1,58.1,3.4,No,Yes,77.7,58.9,Placed
STU08641,8.96,2,2,2,94,3.4,No,No,69.9,65.2,Placed
STU03444,8.93,0,3,3,67.3,4.3,No,No,58.3,68.2,Placed
STU07563,8.38,1,2,1,71.7,2.4,No,No,62.3,50.9,NotPlaced
STU05497,7.38,1,3,1,73.9,3.8,No,No,74.3,70.2,Placed
STU05273,6.42,1,1,0,84.1,4.7,Yes,No,81.1,69.6,Placed
STU02834,7.25,1,2,0,67.8,3.1,Yes,No,67.3,97.2,NotPlaced
STU02524,7.22,0,4,1,64.6,2.7,Yes,No,65.7,88.5,Placed
STU09366,6.15,3,2,2,87,4.6,No,No,66.9,67.3,Placed
STU07122,6.74,1,2,2,88.5,2.2,No,No,68.7,52.7,NotPlaced
STU08097,8.54,1,3,1,74,3,No,No,76.9,71.7,Placed
STU08889,7.44,0,2,2,95.8,4.1,Yes,Yes,74.6,74.1,Placed
STU03090,7.63,0,2,2,85.8,2.7,No,Yes,70.5,55.4,NotPlaced
STU08932,7.66,2,2,2,54.6,3.2,Yes,Yes,85.9,78.3,Placed
STU00843,6.49,1,0,1,79.5,2.4,No,Yes,64.8,62.5,NotPlaced
STU03762,7.49,1,2,2,63.7,2.8,No,No,63.1,84.5,NotPlaced
STU04032,6.23,0,2,0,60.3,3,Yes,No,70,62.4,NotPlaced
STU00912,7.7,1,2,1,70.6,3.6,Yes,No,69.9,62.6,Placed
STU03639,7.39,0,1,1,55.2,3.1,Yes,No,69.5,78.4,NotPlaced
STU06102,7.71,2,0,3,77.5,4.5,Yes,Yes,71.2,60.9,Placed
STU03535,9.39,0,3,1,75.6,3,Yes,Yes,57.1,71.4,Placed
STU09790,6.96,2,3,1,58.6,3.6,No,No,80.3,70.1,Placed
STU03362,5.98,2,3,1,89.3,2.2,Yes,Yes,66.4,81,Placed
STU01100,7.81,1,1,1,74.8,4.6,No,No,62.1,69.4,NotPlaced
STU08205,7.14,0,2,2,73.1,1.9,Yes,Yes,59.4,56.2,NotPlaced
STU05889,5.46,0,2,1,74.4,4,Yes,Yes,73.1,100,NotPlaced
STU00765,8.53,0,3,3,79.7,3.2,No,No,44.9,69.1,NotPlaced
STU00369,7.59,1,3,1,71.4,2.9,No,Yes,66.6,64.8,Placed
STU04491,7.86,1,4,0,57.7,4.1,No,No,74.4,61.5,NotPlaced
STU08444,6.32,0,3,1,72.2,4,No,Yes,81,76.1,NotPlaced
STU03856,7.36,1,0,1,81.7,4.3,Yes,Yes,46.8,47.4,Placed
STU07408,8.13,1,1,2,61.2,4.5,Yes,No,70,72.6,Placed
STU06922,6.93,2,4,2,74.8,3.2,Yes,No,61.7,70.9,Placed
STU02910,8.63,1,0,1,74.8,2.6,Yes,No,54.9,54.4,NotPlaced
STU05771,9.2,1,2,2,75.4,3.7,Yes,Yes,78.2,80.5,Placed
STU02362,6.28,1,1,3,73.1,4.5,Yes,No,100,61.5,Placed
STU04092,8.78,1,1,0,66.9,3.7,No,No,69.4,57.6,NotPlaced
STU00283,8.93,1,1,1,75,3.2,Yes,No,71.5,91.4,Placed
STU04739,6.27,0,2,3,75.5,4.1,Yes,Yes,84.6,77.2,Placed
STU00856,6.99,2,0,2,52.5,3.9,No,Yes,59.4,57.1,NotPlaced
STU09525,6.67,0,2,2,75.1,3.6,Yes,No,82.9,60.6,NotPlaced
STU03895,7.15,1,2,1,76.1,2.3,No,Yes,77.8,68.4,NotPlaced
STU00284,6.39,2,2,2,73.1,2.4,No,No,81.7,54.4,Placed
STU07476,9.06,1,2,0,68.4,4.1,No,Yes,76.1,64.2,NotPlaced
STU08009,7.22,1,4,1,73.7,4.4,No,Yes,76,75.1,Placed
STU02387,7.29,1,4,0,84.3,2.8,No,No,62.1,78.7,Placed
STU07782,8.41,2,2,1,63.6,3.4,Yes,No,76.8,82,Placed
STU08936,7.46,0,3,3,73.9,2.8,No,No,69,45.9,NotPlaced
STU01278,7.85,2,3,1,77.1,3.2,No,Yes,68.4,69.7,Placed
STU05446,7.3,1,3,1,79.5,4.6,No,Yes,86.3,52.1,Placed
STU06297,6.66,1,1,1,85.3,3.1,Yes,Yes,89.1,65.7,Placed
STU06709,8.82,2,1,1,74.4,2.8,Yes,No,70,72,Placed
STU05654,8.52,1,4,2,80.4,2.2,Yes,Yes,63.6,64.9,Placed
STU05483,7.57,1,1,2,76.5,3.7,No,Yes,75.4,91.8,Placed
STU01445,7.86,0,2,2,61.3,4.2,No,Yes,74.5,69.3,Placed
STU07783,7.6,2,2,1,77.1,3.8,No,No,40,56.4,Placed
STU08342,7.49,0,1,2,48,2.4,No,Yes,57.9,89.4,NotPlaced
STU04933,8.88,1,1,0,82.6,3.2,No,Yes,61.8,72,Placed
STU06970,8.24,0,1,2,70.7,3.2,Yes,Yes,54.6,52.7,NotPlaced
STU01427,9.35,1,3,2,69.3,2.7,No,Yes,70.2,48.7,Placed
STU09931,6.87,1,1,1,90.2,3,Yes,Yes,92,68.8,Placed
STU06892,10,1,1,2,93,2.9,No,No,68.9,62.7,Placed
STU06952,8.55,2,2,1,73.9,3.8,Yes,Yes,81.7,70,Placed
STU03237,8.41,0,2,2,78.7,4.1,Yes,Yes,84.7,54.7,Placed
STU09896,6.8,1,2,1,66.8,4,Yes,Yes,66.2,76.8,Placed
STU09636,6.23,1,2,1,77.6,4.9,Yes,No,95.5,64.3,Placed
STU08082,8.52,1,1,1,89.6,3.6,Yes,No,59,60,Placed
STU09141,7.5,0,1,2,57.5,3.1,No,No,57.3,75,NotPlaced
STU06508,7.94,1,1,1,76.3,2.5,No,Yes,68.2,60,NotPlaced
STU01219,6.75,1,1,0,87.3,4.1,Yes,No,73,74.8,NotPlaced
STU07119,6.74,1,2,2,71.2,4.8,Yes,Yes,72.3,68.9,Placed
STU01681,7.86,0,2,1,77.9,2.6,No,Yes,94.5,48.8,NotPlaced
STU02047,7.5,1,1,0,61.4,3.7,Yes,Yes,55.2,53.9,Placed
STU02773,7.34,2,2,2,80.4,2.9,No,No,75.5,70.7,Placed
STU06940,6.33,1,2,3,75.8,3.2,No,Yes,94.5,67.1,Placed
STU00018,7.78,2,3,2,70,3,Yes,No,77.8,70.8,Placed
STU00410,7.96,1,2,0,79.5,3.9,Yes,Yes,56.7,58.9,Placed
STU04812,5.78,0,3,2,85.7,4.6,Yes,No,61.8,85.8,NotPlaced
STU09100,7.05,2,0,0,67.9,3.3,Yes,Yes,49.3,60.3,Placed
STU08245,6.87,1,2,1,63.4,4.8,Yes,No,68.5,79,Placed
STU00157,9.18,2,1,2,82.2,3.2,No,No,78.1,69.8,Placed
STU02440,6.05,1,2,2,72.8,3.3,Yes,Yes,65.5,81.5,Placed
STU04574,6.97,1,3,0,61.2,3.3,Yes,Yes,84.5,71.9,Placed
STU08564,7.69,0,2,1,83.5,3.2,No,Yes,82.5,54.9,NotPlaced
STU09900,8.35,0,1,3,73.9,3.8,Yes,Yes,85.8,67.1,Placed
STU08302,7.07,1,1,0,56.9,4.1,No,No,78.8,66.9,NotPlaced
STU02036,9.98,1,3,2,68.9,3.9,No,Yes,72.4,61.4,Placed
STU02786,7.18,1,2,2,55.3,3.5,Yes,No,100,63.5,Placed
STU09189,7.42,0,2,0,52,3.7,Yes,Yes,63.4,71.3,NotPlaced
STU06340,7.46,1,2,2,75.3,3.9,Yes,Yes,79.1,68.7,Placed
STU02891,7.63,2,2,1,77.4,4.8,Yes,Yes,65.8,71.4,Placed
STU07927,6.68,0,3,2,76.9,3.6,Yes,No,83.9,90.5,Placed
STU06422,6.76,2,2,3,76.9,3.8,Yes,Yes,100,73.8,Placed
STU07079,8,2,1,2,70.7,3.8,Yes,Yes,61.4,73.3,Placed
STU09577,6.05,2,1,1,80.6,4,Yes,Yes,62.7,67.9,Placed
STU07461,6.95,0,3,3,75.2,4.1,No,No,66.2,65.5,NotPlaced
STU09422,7.75,1,2,3,70.7,2.3,Yes,No,73.6,60,Placed
STU08944,7.81,2,1,0,64.3,4.4,No,Yes,76.7,42.8,Placed
STU04634,8.25,1,2,1,71.8,3.5,Yes,No,66.1,62.2,NotPlaced
STU05643,5,1,0,1,70.5,4.3,No,Yes,65.5,61.2,NotPlaced
STU08482,7.47,0,1,2,66.6,4.5,Yes,No,65,59.9,NotPlaced
STU06350,6.85,0,2,3,56.4,3.5,Yes,No,61,52.8,NotPlaced
STU04084,5.78,1,2,1,88.7,3.8,Yes,No,75.8,67,Placed
STU08437,7.64,0,2,1,74.3,2.5,Yes,No,59.7,73.7,Placed
STU09088,9.29,0,1,0,69.6,1.4,Yes,No,62,77.8,NotPlaced
STU04678,8.5,1,2,1,75.8,3.4,No,Yes,63.2,77.4,Placed
STU09323,7.59,1,2,0,80.9,3.3,Yes,Yes,76.8,65.5,Placed
STU01716,7.42,0,2,1,53.6,3.5,Yes,Yes,77.2,75.4,NotPlaced
STU08389,6.97,3,1,2,86.1,4.2,No,Yes,68.2,66.1,Placed
STU03235,6.35,0,3,1,79.9,4,No,No,66.4,77.8,NotPlaced
STU03666,6.37,2,0,3,72.3,3.3,Yes,No,85.7,68,Placed
STU02961,6.76,2,3,2,61.7,5,Yes,No,82.8,72.3,Placed
STU03375,5.99,0,1,1,81.8,4.9,No,Yes,65.5,68.7,NotPlaced
STU03741,6.86,1,2,2,76.9,3.8,Yes,No,65.3,73.2,Placed
STU02839,9.5,2,2,2,58.5,3.8,No,Yes,77.6,55.9,Placed
STU03700,7.3,0,1,1,59.9,4.4,Yes,No,69.8,40,NotPlaced
STU05995,8.28,1,3,2,83.3,3.7,Yes,Yes,75.5,72.6,Placed
STU02664,6.65,2,2,0,71.4,4.9,Yes,Yes,61.6,73.2,Placed
STU09465,7.98,1,1,1,65.5,3.3,No,Yes,85,72.1,Placed
STU01729,7.83,2,1,3,64.5,2.8,No,No,59.1,61.3,NotPlaced
STU02803,7.81,0,1,2,64.5,2.6,No,Yes,51.7,72.6,NotPlaced
STU01641,7.52,0,2,0,57.7,3.4,No,No,71.2,70,NotPlaced
STU01148,6.2,0,3,1,85.2,3.1,Yes,No,48.4,66.6,NotPlaced
STU05736,7.25,1,1,2,63.9,4.9,Yes,No,64.1,66.1,NotPlaced
STU00008,8.19,2,2,2,55.6,4,Yes,Yes,74.1,91.9,Placed
STU02283,8.57,1,0,0,82.4,4.1,No,Yes,58.1,50,NotPlaced
STU02924,7.44,1,3,1,82.5,2.5,Yes,No,84.1,82.3,Placed
STU03176,6.82,1,0,0,63.9,5,Yes,Yes,81.3,79.6,NotPlaced
STU04883,6.73,1,2,1,84.3,4.2,No,No,48,62.7,NotPlaced
STU02992,8.04,1,1,1,83.6,4.2,Yes,No,66.7,72.9,Placed
STU04831,8.28,1,4,1,56.7,3.1,Yes,No,100,56.8,Placed
STU08178,8.88,2,1,0,93.2,2.5,Yes,No,81.1,62.4,Placed
STU01565,8.16,0,1,1,63.7,2.9,No,Yes,68.5,92.6,NotPlaced
STU00899,8.59,0,4,2,50.5,4.1,No,No,58.3,66.4,NotPlaced
STU05855,6.26,1,2,0,55.3,1.7,No,No,40,69.5,NotPlaced
STU07938,9.68,1,2,1,63,4.5,Yes,No,74.5,65.3,Placed
STU00255,6.13,1,0,1,68.4,1.8,Yes,No,91.4,63.5,NotPlaced
STU01213,6.85,1,2,1,71.6,3.2,Yes,Yes,74,82.6,Placed
STU05626,7.41,1,2,2,85.8,4,No,Yes,73.8,75.5,Placed
STU07263,7.85,0,1,0,84.1,4.6,No,No,76.4,57.9,NotPlaced
STU08300,8.43,1,1,1,69.6,2.5,Yes,No,80,90,NotPlaced
STU06219,7.26,1,3,3,69.9,3.5,No,No,81.3,66.5,Placed
STU05078,8.43,0,1,3,68.3,3.9,Yes,Yes,40,74.2,Placed
STU03829,8.56,1,1,1,65.1,2.5,No,Yes,76.4,69.7,NotPlaced
STU05586,6.85,1,1,1,85.1,4.6,Yes,Yes,100,57.9,Placed
STU02918,8.1,0,3,2,77.1,3,Yes,Yes,65.9,80.1,Placed
STU03884,6.7,1,2,1,76.7,5,Yes,No,84.7,67.3,NotPlaced
STU06796,8.76,1,1,2,58.5,1.7,No,No,66.5,70.9,NotPlaced
STU03358,5.58,1,1,1,78.6,1.9,Yes,Yes,57.8,68.2,NotPlaced
STU04946,8.44,1,2,0,74,3.6,No,No,56.2,77.8,Placed
STU07240,6.6,1,1,1,63.4,3.2,Yes,Yes,72.8,62.2,NotPlaced
STU06289,8.8,1,3,1,71.2,3.3,Yes,No,85.1,79.7,Placed
STU09909,8.46,1,1,2,62.9,3.9,Yes,No,62.5,56.7,NotPlaced
STU05060,7.12,0,0,0,59.4,4.5,Yes,No,90.3,66.2,NotPlaced
STU00665,6.86,1,2,2,78,3.2,Yes,Yes,69.8,82.6,Placed
STU08822,8.71,0,1,1,62.2,3.3,Yes,Yes,73.2,72.2,NotPlaced
STU01244,6.59,0,3,1,81.8,4.2,Yes,No,53.9,85,NotPlaced
STU04055,6.58,1,1,2,59.4,3.8,Yes,No,69.7,48.4,NotPlaced
STU09381,7.5,2,3,2,57.3,2.9,No,Yes,85.7,71.2,Placed
STU03746,7.34,2,0,1,69.8,2.9,Yes,Yes,72.9,54.6,Placed
STU09514,7.28,1,3,2,80.9,3.2,No,No,70.6,74,NotPlaced
STU02218,7.44,2,1,2,60.8,3.1,Yes,No,67.9,78.8,Placed
STU01012,7.68,1,0,0,87.5,3.2,Yes,Yes,72.6,64.1,Placed
STU04166,8.21,2,2,2,76.7,3.2,Yes,No,50.3,78.8,Placed
STU01394,7.62,3,2,2,74.4,3.8,Yes,No,53,70.1,Placed
STU08136,7.39,0,2,0,64.3,3.9,Yes,Yes,85.6,79.6,Placed
STU04688,6.64,1,3,1,81.2,1.8,No,Yes,60.4,76.5,Placed
STU01143,7.36,2,1,2,69.3,4.1,Yes,Yes,76,42.7,Placed
STU02405,9.01,1,4,1,67.2,3.3,Yes,Yes,57.1,80,Placed
STU04438,7.25,2,2,0,83,3.4,No,Yes,61.1,73.6,Placed
STU05915,7.29,0,3,2,73.8,3.7,Yes,No,79.2,89.1,NotPlaced
STU00657,7.51,1,1,1,74.5,3.8,No,No,75.6,63.4,NotPlaced
STU08432,7.43,1,0,1,88.3,3.9,Yes,Yes,50.6,59.5,Placed
STU03492,7.31,0,2,1,90.8,2.3,Yes,Yes,88,68.7,Placed
STU04684,6.87,1,2,1,75.4,3.9,Yes,Yes,66.3,94.6,Placed
STU00277,7.68,0,1,0,77.8,3.1,Yes,Yes,79.5,100,NotPlaced
STU09712,8.11,2,1,0,84.3,2.6,Yes,No,80.3,54.3,Placed
STU05286,7.87,1,1,0,75.6,4.4,No,No,76.4,70,NotPlaced
STU03647,7.73,0,3,0,68.5,3.9,Yes,No,98.8,56.5,NotPlaced
STU05208,7.04,1,2,0,73.3,3.6,Yes,No,68.9,67.2,NotPlaced
STU09766,7.23,0,1,1,82.3,4.6,No,Yes,83.2,68.2,NotPlaced
STU04487,7.88,2,1,1,77.4,2.5,No,No,74.7,49.1,NotPlaced
STU07936,8.26,1,1,1,85.4,4.3,Yes,Yes,55.4,64.6,Placed
STU05960,9.35,0,2,1,77.6,4.2,Yes,Yes,75.1,83.2,Placed
STU01830,7.52,1,4,2,62.2,3.2,Yes,No,65,83.7,Placed
STU07344,6.68,0,3,1,78.2,3.8,No,Yes,65.4,69.6,Placed
STU07180,6.85,0,0,1,88,2.2,Yes,Yes,72.8,63.8,NotPlaced
STU08796,5.87,1,2,1,72.3,3.5,Yes,Yes,87.6,68.8,Placed
STU04458,6.3,1,2,1,80.5,3.9,Yes,No,73.2,67,Placed
STU02590,7.44,0,3,1,80.1,4.3,Yes,Yes,76.9,44.3,Placed
STU02574,7.45,1,4,0,66.7,4.7,No,No,56.2,47.8,NotPlaced
STU06866,8.43,2,2,0,91.7,4.5,Yes,Yes,75.7,73.8,Placed
STU03919,8.35,0,2,3,72.3,2.5,No,Yes,80,60.9,NotPlaced
STU09398,7.07,0,2,2,70.8,3.9,Yes,Yes,80.4,85.1,Placed
STU00810,6.69,1,0,1,62.7,5,No,Yes,71.9,72.9,NotPlaced
STU06065,7.66,1,1,3,98,4.5,Yes,Yes,65.3,85.9,Placed
STU06611,8.11,0,2,3,81.2,4.7,No,Yes,67.5,69.6,Placed
STU08675,7.19,1,0,1,74.7,3.2,No,Yes,56.3,76.4,NotPlaced
STU06679,6.91,0,0,0,41.4,3.2,No,No,53.9,56.8,NotPlaced
STU01284,8.36,2,3,1,70.5,3,No,Yes,78.3,78,Placed
STU04652,8.06,1,3,2,76.4,3.2,No,Yes,84.9,76.2,Placed
STU04409,7.99,0,2,0,76.2,2.7,Yes,Yes,88.2,65.7,NotPlaced
STU09855,6.99,0,3,1,81.4,3.2,No,No,65.3,81.7,NotPlaced
STU03089,5.74,1,3,2,65.4,2.3,Yes,No,72.9,68.5,NotPlaced
STU00893,8.46,0,4,2,86.8,4.6,No,No,53.8,91.5,Placed
STU06779,8.24,2,3,2,72.3,2.7,No,Yes,76.7,70.5,Placed
STU08164,7.48,1,2,1,73.1,2.1,Yes,No,92.7,66.9,NotPlaced
STU04231,6.09,2,1,1,65.4,3.4,Yes,No,71.2,53.2,NotPlaced
STU00767,7.47,1,2,2,62.5,2.9,Yes,Yes,73.8,65.9,Placed
STU03727,7.95,1,2,2,67.1,1.4,No,No,94,69.8,Placed
STU02445,7.05,2,1,1,66.9,3.5,Yes,No,64.3,81.2,Placed
STU09616,7.87,1,2,0,67.6,3.4,Yes,No,62.7,78.8,Placed
STU03301,7.8,1,1,2,76.5,3.4,Yes,Yes,59.6,68,Placed
STU01752,8.11,0,1,1,72.1,3,No,Yes,80.2,68.4,NotPlaced
STU09867,7.79,1,2,2,73.6,3.8,Yes,No,77.3,71.8,Placed
STU02376,8.8,1,0,2,81.7,4.1,No,Yes,100,73.5,Placed
STU09308,7.84,2,1,2,52.1,3.6,No,No,88.9,53.6,Placed
STU00449,7.04,1,2,0,66.7,4.2,Yes,Yes,100,56.8,Placed
STU08201,5,2,1,1,90.9,3.3,No,No,63.2,65.5,NotPlaced
STU05364,6.67,1,3,2,54.4,3.6,Yes,No,68.9,69.5,Placed
STU00658,7.48,0,1,3,86.1,4.6,Yes,Yes,74,65.6,Placed
STU07592,8.05,1,4,1,78.5,3.4,No,Yes,67.7,72.5,Placed
STU09827,5.98,1,0,0,74.8,3,Yes,Yes,78.9,90.1,NotPlaced
STU08887,7.8,1,1,0,89.8,4.1,Yes,Yes,67.6,70.9,NotPlaced
STU07100,6.23,0,2,2,53.6,3.6,No,No,64.3,66.1,NotPlaced
STU02029,7.69,0,2,0,80,3.3,Yes,No,98.8,91.7,NotPlaced
STU03048,7.2,2,3,1,75.7,3.8,Yes,Yes,72.6,65,Placed
STU08142,6.84,2,2,1,93.4,2.1,No,No,71,44.8,NotPlaced
STU00094,7.21,1,3,2,62.4,4.1,No,No,83.9,80.7,Placed
STU06154,6.72,0,3,1,47.4,2.5,Yes,Yes,85.9,62.1,Placed
STU01282,7.36,2,3,1,75.8,4.2,Yes,Yes,83.7,58.3,Placed
STU05320,7.99,2,3,0,81.1,4.4,Yes,No,73.8,87.6,Placed
STU08517,6.67,1,3,0,77,4.1,No,Yes,66.3,72.6,Placed
STU04288,7.67,1,3,2,82.4,2.5,Yes,Yes,92.4,64.2,Placed
STU02483,9.29,1,2,2,70,4.1,Yes,No,83.9,62.2,Placed
STU01863,8.21,1,2,3,69,3,No,No,82.3,60.7,NotPlaced
STU04470,7.85,1,2,1,74.7,3.1,Yes,Yes,77.2,46.5,Placed
STU00292,7.06,3,1,2,72.3,2.7,No,No,68.9,66.1,Placed
STU05917,8.22,2,2,1,64.1,3.9,Yes,Yes,79.1,56.4,Placed
STU03128,8.69,0,1,2,82.7,4.3,Yes,Yes,91.5,51.9,Placed
STU04924,8.77,2,1,2,75.6,5,Yes,No,50,66.7,Placed
STU01267,7.4,1,0,1,77.1,3.5,Yes,No,66.2,73.7,NotPlaced
STU08525,5.93,1,2,1,69.9,3.9,Yes,No,69.8,86.6,NotPlaced
STU05788,9.25,0,3,1,62.8,3.8,Yes,Yes,69,71,Placed
STU07321,8.07,0,2,3,77,4.6,Yes,Yes,92,78.8,Placed
STU01949,8.51,0,1,1,64.9,1.7,Yes,Yes,56.6,78.1,NotPlaced
STU09279,7.08,2,2,2,71.1,3.8,Yes,Yes,82,86.1,Placed
STU05156,7.49,1,3,2,78.6,3.8,Yes,No,95.2,51.1,Placed
STU01942,7.15,1,4,1,72.9,2.9,Yes,No,94.3,59.6,Placed
